seq id	alignment start	alignment end	envelope start	envelope end	hmm acc	hmm name	type	hmm start	hmm end	hmm length	bit score	E-value	significance	clan
PHF12	203	241	202	241	PF16737.8	PHF12_MRG_bd	Domain	2	40	40.0	66.8	1.1e-18	1	No_clan
PHF12	274	316	273	319	PF00628.32	PHD	Domain	2	47	52.0	29.5	5.5e-07	1	CL0390
PGC	20	46	20	46	PF07966.15	A1_Propeptide	Motif	1	27	27.0	46.7	2.1e-12	1	No_clan
PGC	72	386	72	387	PF00026.26	Asp	Family	1	314	315.0	398.4	2.7e-119	1	CL0129
PLA2G12A	23	189	14	189	PF06951.14	PLA2G12	Domain	20	186	186.0	290.1	8e-87	1	CL0629
PHF13	235	279	234	280	PF00628.32	PHD	Domain	2	51	52.0	31.0	1.8e-07	1	CL0390
PLA2G12B	20	195	11	195	PF06951.14	PLA2G12	Domain	10	186	186.0	299.0	1.5e-89	1	CL0629
PELI1	10	418	8	418	PF04710.17	Pellino	Family	3	411	411.0	744.7	2.4e-224	1	CL0357
PHF14	321	379	321	380	PF00628.32	PHD	Domain	1	51	52.0	36.1	4.8e-09	1	CL0390
PHF14	384	498	383	498	PF13832.9	zf-HC5HC2H_2	Domain	2	109	109.0	94.3	5.2e-27	1	CL0390
PHF14	728	778	727	779	PF00628.32	PHD	Domain	2	51	52.0	40.4	2.2e-10	1	CL0390
RPAIN	8	47	8	47	PF14766.9	RPA_interact_N	Family	1	39	39.0	62.6	2e-17	1	No_clan
RPAIN	60	126	59	127	PF14767.9	RPA_interact_M	Family	2	93	94.0	34.8	2e-08	1	No_clan
RPAIN	136	216	136	217	PF14768.9	RPA_interact_C	Family	1	80	81.0	75.0	5.6e-21	1	No_clan
RPL34	1	96	1	96	PF01199.21	Ribosomal_L34e	Family	1	94	94.0	142.7	3.6e-42	1	No_clan
RPL41	1	25	1	25	PF05162.16	Ribosomal_L41	Family	1	25	25.0	45.5	6.2e-12	1	CL0652
PIGL	44	166	44	168	PF02585.20	PIG-L	Family	1	128	130.0	81.6	7.8e-23	1	No_clan
PNMA6A	1	319	1	319	PF14893.9	PNMA	Family	1	328	328.0	398.5	2.8e-119	1	CL0523
OPRPN	1	100	1	103	PF15621.9	PROL5-SMR	Family	1	101	104.0	89.1	2.5e-25	1	No_clan
PSORS1C1	4	152	4	152	PF15357.9	SEEK1	Family	1	149	149.0	330.6	1.2e-99	1	No_clan
PRR14	460	516	459	516	PF15386.9	Tantalus	Family	2	57	57.0	79.4	1.5000000000000002e-22	1	No_clan
PTCD3	254	300	254	303	PF13041.9	PPR_2	Repeat	1	47	50.0	34.9	1.5e-08	1	CL0020
PTCD3	353	379	345	384	PF13812.9	PPR_3	Repeat	34	60	63.0	17.4	0.0038	1	CL0020
PSTPIP2	20	93	20	93	PF00611.26	FCH	Family	1	79	79.0	54.7	1e-14	1	CL0145
PTPRT	32	190	32	190	PF00629.26	MAM	Domain	1	161	161.0	100.4	9.2e-29	1	CL0004
PTPRT	295	372	290	374	PF00041.24	fn3	Domain	6	83	85.0	28.7	1.3e-06	1	CL0159
PTPRT	501	577	498	578	PF00041.24	fn3	Domain	15	84	85.0	42.1	9.2e-11	1	CL0159
PTPRT	912	1142	912	1142	PF00102.30	Y_phosphatase	Domain	1	235	235.0	278.1	6.3e-83	1	CL0031
PTPRT	1202	1436	1202	1436	PF00102.30	Y_phosphatase	Domain	1	235	235.0	214.6	1.5e-63	1	CL0031
RAP1B	5	166	5	167	PF00071.25	Ras	Domain	1	161	162.0	192.9	3e-57	1	CL0023
RIMBP3B	852	895	841	895	PF14604.9	SH3_9	Domain	11	49	49.0	37.4	2e-09	1	CL0010
RIMBP3B	1590	1630	1579	1632	PF07653.20	SH3_2	Domain	11	53	57.0	27.2	2.7e-06	1	CL0010
RILP	28	167	28	181	PF09744.12	Jnk-SapK_ap_N	Family	1	132	150.0	49.1	8.1e-13	1	No_clan
RILP	245	310	244	312	PF11461.11	RILP	Family	2	67	69.0	72.4	3.7e-20	1	No_clan
RIIAD1	51	73	44	76	PF02197.20	RIIa	Domain	9	31	38.0	24.5	1.7e-05	1	CL0068
HJV	37	226	37	226	PF06535.15	RGM_N	Family	1	166	166.0	206.1	4.2999999999999997e-61	1	No_clan
HJV	230	389	230	389	PF06534.16	RGM_C	Family	1	173	173.0	195.3	5.7e-58	1	No_clan
RFC2	72	189	72	193	PF00004.32	AAA	Domain	1	128	132.0	49.8	4.8e-13	1	CL0023
RFC2	258	343	258	343	PF08542.14	Rep_fac_C	Domain	1	88	88.0	81.7	4.1e-23	1	CL0604
RHOBTB2	16	207	16	209	PF00071.25	Ras	Domain	1	160	162.0	82.8	2.1e-23	1	CL0023
RHOBTB2	385	470	381	472	PF00651.34	BTB	Domain	29	109	111.0	23.5	5.6e-05	1	CL0033
RHOBTB2	491	594	490	598	PF00651.34	BTB	Domain	2	107	111.0	45.7	6.7e-12	1	CL0033
REPIN1	116	138	116	138	PF00096.29	zf-C2H2	Domain	1	23	23.0	18.3	0.0024	1	CL0361
REPIN1	177	199	177	199	PF00096.29	zf-C2H2	Domain	1	23	23.0	24.3	3e-05	1	CL0361
REPIN1	264	286	264	286	PF00096.29	zf-C2H2	Domain	1	23	23.0	23.4	6e-05	1	CL0361
REPIN1	292	314	292	314	PF00096.29	zf-C2H2	Domain	1	23	23.0	19.1	0.0014	1	CL0361
REPIN1	375	397	375	397	PF00096.29	zf-C2H2	Domain	1	23	23.0	19.0	0.0015	1	CL0361
REPIN1	403	425	403	425	PF00096.29	zf-C2H2	Domain	1	23	23.0	18.4	0.0024	1	CL0361
REPIN1	431	453	431	453	PF00096.29	zf-C2H2	Domain	1	23	23.0	19.9	0.0008	1	CL0361
REPIN1	459	481	459	481	PF00096.29	zf-C2H2	Domain	1	23	23.0	25.2	1.6e-05	1	CL0361
REPIN1	487	509	487	509	PF00096.29	zf-C2H2	Domain	1	23	23.0	32.5	7.7e-08	1	CL0361
REPIN1	515	537	515	537	PF00096.29	zf-C2H2	Domain	1	23	23.0	28.2	1.8e-06	1	CL0361
RHEB	8	167	8	169	PF00071.25	Ras	Domain	1	160	162.0	158.7	9.4e-47	1	CL0023
RESF1	669	1737	669	1737	PF15395.9	DUF4617	Family	1	1085	1085.0	1614.9	0.0	1	No_clan
ARHGAP25	48	149	47	151	PF00169.32	PH	Domain	2	103	105.0	81.1	7.700000000000001e-23	1	CL0266
ARHGAP25	177	324	177	325	PF00620.30	RhoGAP	Domain	1	148	149.0	140.1	5.1e-41	1	CL0409
ARHGAP22	38	144	38	144	PF00169.32	PH	Domain	1	104	105.0	79.1	3.2000000000000003e-22	1	CL0266
ARHGAP22	173	320	173	321	PF00620.30	RhoGAP	Domain	1	148	149.0	156.2	5.8e-46	1	CL0409
RHOV	33	203	33	207	PF00071.25	Ras	Domain	1	158	162.0	155.8	7.5e-46	1	CL0023
RIPPLY2	36	120	36	121	PF14998.9	Ripply	Family	1	83	84.0	121.3	2.1e-35	1	No_clan
RNF19A	199	264	199	264	PF01485.24	IBR	Domain	1	65	65.0	49.3	4.3e-13	1	CL0229
RNF19A	295	340	281	347	PF01485.24	IBR	Domain	15	60	65.0	32.0	1.1e-07	1	CL0229
ELAC2	61	120	61	120	PF13691.9	Lactamase_B_4	Domain	1	63	63.0	59.1	2.8e-16	1	CL0381
ELAC2	512	725	510	725	PF12706.10	Lactamase_B_2	Domain	3	201	201.0	45.0	9.6e-12	1	CL0381
RP1	54	110	54	112	PF03607.20	DCX	Family	1	57	60.0	69.7	1.7e-19	1	CL0072
RP1	171	227	171	227	PF03607.20	DCX	Family	1	60	60.0	44.4	1.4e-11	1	CL0072
SEC24B	602	638	602	639	PF04810.18	zf-Sec23_Sec24	Domain	1	38	39.0	52.3	4.6e-14	1	No_clan
SEC24B	675	914	675	914	PF04811.18	Sec23_trunk	Domain	1	243	243.0	287.5	9.2e-86	1	CL0128
SEC24B	919	1003	919	1003	PF08033.15	Sec23_BS	Domain	1	96	96.0	74.0	1.3e-20	1	No_clan
SEC24B	1014	1114	1014	1115	PF04815.18	Sec23_helical	Domain	1	101	102.0	93.2	8e-27	1	No_clan
SEC24B	1141	1213	1139	1214	PF00626.25	Gelsolin	Domain	3	75	76.0	45.2	7e-12	1	CL0092
SPA17	14	51	14	51	PF02197.20	RIIa	Domain	1	38	38.0	57.7	7e-16	1	CL0068
SPA17	117	133	115	135	PF00612.30	IQ	Motif	3	19	21.0	23.6	3e-05	1	CL0220
SETX	1934	2217	1933	2218	PF13086.9	AAA_11	Domain	2	260	261.0	230.6	3e-68	1	CL0023
SETX	2225	2424	2225	2426	PF13087.9	AAA_12	Domain	1	197	199.0	175.9	7.8e-52	1	CL0023
SET	90	234	87	236	PF00956.21	NAP	Family	89	270	272.0	115.6	2.4e-33	1	No_clan
SELENOP	24	247	23	248	PF04592.17	SelP_N	Family	2	233	233.0	361.6	1.7e-108	1	CL0172
SELENOP	251	381	251	381	PF04593.17	SelP_C	Family	1	133	133.0	250.6	3.3e-75	1	No_clan
SFMBT1	54	123	54	124	PF02820.21	MBT	Domain	1	68	69.0	79.4	1.9e-22	1	CL0049
SFMBT1	167	235	166	236	PF02820.21	MBT	Domain	2	68	69.0	65.3	4.8e-18	1	CL0049
SFMBT1	279	351	279	352	PF02820.21	MBT	Domain	1	68	69.0	76.9	1.2e-21	1	CL0049
SFMBT1	388	455	388	457	PF02820.21	MBT	Domain	1	67	69.0	69.1	3.2e-19	1	CL0049
SFMBT1	502	616	502	617	PF12140.11	SLED	Domain	1	111	112.0	131.9	1.5000000000000002e-38	1	No_clan
SFMBT1	795	857	794	857	PF00536.33	SAM_1	Domain	2	64	64.0	37.5	2.6e-09	1	CL0003
SUPT20H	74	216	70	225	PF12090.11	Spt20	Family	5	174	183.0	86.1	2.5e-24	1	No_clan
SNAPC4	297	357	297	357	PF13921.9	Myb_DNA-bind_6	Domain	1	60	60.0	40.9	1.9e-10	1	CL0123
SNAPC4	401	445	401	447	PF00249.34	Myb_DNA-binding	Domain	1	44	46.0	51.2	1.1e-13	1	CL0123
SNAPC4	453	496	453	497	PF00249.34	Myb_DNA-binding	Domain	1	43	46.0	46.7	2.9e-12	1	CL0123
SEPTIN4	141	417	141	421	PF00735.21	Septin	Domain	1	277	281.0	438.6	9.599999999999999e-132	1	CL0023
SLCO1A2	21	597	21	597	PF03137.23	OATP	Family	1	545	545.0	568.6	1.2e-170	1	CL0015
SLCO1A2	440	486	440	486	PF07648.18	Kazal_2	Domain	1	49	49.0	43.8	2.3e-11	1	CL0005
SNAPC5	1	97	1	97	PF15497.9	SNAPC5	Family	1	103	103.0	92.0	3.2e-26	1	No_clan
INPP5D	5	86	5	86	PF00017.27	SH2	Domain	1	77	77.0	56.6	2.2e-15	1	CL0541
INPP5D	409	701	409	701	PF03372.26	Exo_endo_phos	Domain	1	237	237.0	36.1	5.3e-09	1	CL0530
SEPTIN5	41	318	41	321	PF00735.21	Septin	Domain	1	278	281.0	428.1	1.5e-128	1	CL0023
SLCO1B7	1	573	1	574	PF03137.23	OATP	Family	20	544	545.0	530.8	3.2e-159	1	CL0015
SLCO1B7	413	459	413	459	PF07648.18	Kazal_2	Domain	1	49	49.0	49.0	5.4e-13	1	CL0005
SNRNP25	41	129	41	129	PF18036.4	Ubiquitin_4	Domain	1	89	89.0	119.5	5e-35	1	CL0072
SLCO1C1	44	637	44	638	PF03137.23	OATP	Family	1	544	545.0	606.8	3.1e-182	1	CL0015
SLCO1C1	477	523	477	523	PF07648.18	Kazal_2	Domain	1	49	49.0	44.5	1.3e-11	1	CL0005
SF1	18	130	18	130	PF16275.8	SF1-HH	Domain	1	114	114.0	145.6	7.6e-43	1	No_clan
SF1	140	223	137	224	PF00013.32	KH_1	Domain	4	65	66.0	29.2	6.5e-07	1	CL0007
SF1	278	293	278	293	PF00098.26	zf-CCHC	Domain	2	17	18.0	21.2	0.00024	1	CL0511
SRI	45	100	45	102	PF13833.9	EF-hand_8	Domain	1	52	54.0	32.9	4.6e-08	1	CL0220
SRI	105	132	104	137	PF13405.9	EF-hand_6	Domain	2	30	31.0	25.7	6.5e-06	1	CL0220
SNRNP27	98	153	98	154	PF08648.15	SNRNP27	Family	1	55	56.0	98.3	2.0000000000000002e-28	1	No_clan
SEPTIN8	41	309	41	314	PF00735.21	Septin	Domain	1	276	281.0	327.3	8e-98	1	CL0023
SHKBP1	21	106	21	110	PF02214.25	BTB_2	Domain	1	89	94.0	78.1	5.2e-22	1	CL0033
SLCO2A1	33	602	33	602	PF03137.23	OATP	Family	1	545	545.0	592.3	7.7e-178	1	CL0015
SLCO2A1	447	494	445	494	PF07648.18	Kazal_2	Domain	3	49	49.0	36.1	5.5e-09	1	CL0005
SP2	525	549	525	549	PF00096.29	zf-C2H2	Domain	1	23	23.0	22.8	9.5e-05	1	CL0361
SP2	555	579	555	579	PF00096.29	zf-C2H2	Domain	1	23	23.0	24.4	2.9e-05	1	CL0361
SP2	585	607	585	607	PF00096.29	zf-C2H2	Domain	1	23	23.0	17.7	0.0038	1	CL0361
SNRNP40	59	94	56	94	PF00400.35	WD40	Repeat	4	38	38.0	29.5	1e-06	1	CL0186
SNRNP40	103	137	99	137	PF00400.35	WD40	Repeat	5	38	38.0	22.1	0.00022	1	CL0186
SNRNP40	143	180	141	180	PF00400.35	WD40	Repeat	3	38	38.0	27.2	5.3e-06	1	CL0186
SNRNP40	196	221	186	221	PF00400.35	WD40	Repeat	13	38	38.0	14.6	0.052	1	CL0186
SNRNP40	226	263	224	263	PF00400.35	WD40	Repeat	2	38	38.0	29.2	1.2e-06	1	CL0186
SNRNP40	272	313	271	313	PF00400.35	WD40	Repeat	2	38	38.0	24.9	2.7e-05	1	CL0186
SNRNP40	319	351	317	353	PF00400.35	WD40	Repeat	3	34	38.0	20.0	0.00097	1	CL0186
SEPTIN9	295	571	295	574	PF00735.21	Septin	Domain	1	278	281.0	370.7	4.6e-111	1	CL0023
SLCO2B1	50	647	50	647	PF03137.23	OATP	Family	1	545	545.0	658.3	7.499999999999999e-198	1	CL0015
SF3A1	50	101	50	101	PF01805.23	Surp	Family	1	53	53.0	84.0	5.5e-24	1	No_clan
SF3A1	164	215	164	215	PF01805.23	Surp	Family	1	53	53.0	72.9	1.6e-20	1	No_clan
SF3A1	233	472	232	472	PF12230.11	PRP21_like_P	Family	2	217	217.0	176.1	9.9e-52	1	No_clan
SF3A1	722	788	709	788	PF00240.26	ubiquitin	Domain	6	72	72.0	63.5	1.3e-17	1	CL0072
SOCS6	384	460	384	461	PF00017.27	SH2	Domain	1	76	77.0	45.8	5.3e-12	1	CL0541
SOCS6	496	531	496	531	PF07525.19	SOCS_box	Domain	1	38	38.0	40.8	2.3e-10	1	CL0642
SHOX	118	174	118	174	PF00046.32	Homeodomain	Domain	1	57	57.0	85.3	2.1e-24	1	CL0123
SHOX	271	288	270	288	PF03826.20	OAR	Motif	2	19	19.0	30.8	1.8e-07	1	No_clan
SMCO4	1	55	1	56	PF15012.9	DUF4519	Family	1	55	56.0	96.5	8.000000000000001e-28	1	No_clan
SERINC4	35	491	35	493	PF03348.18	Serinc	Family	1	433	435.0	437.1	8.2e-131	1	No_clan
SHCBP1L	486	644	465	653	PF13229.9	Beta_helix	Repeat	1	138	158.0	44.4	1.7e-11	1	CL0268
RPS24	24	101	24	102	PF01282.22	Ribosomal_S24e	Family	1	78	79.0	143.1	1.9999999999999998e-42	1	No_clan
RPS6	1	126	1	126	PF01092.22	Ribosomal_S6e	Family	1	124	124.0	196.8	9.7e-59	1	No_clan
SCCPDH	11	149	10	149	PF03435.21	Sacchrp_dh_NADP	Family	2	130	130.0	95.9	2.3e-27	1	CL0063
SCCPDH	151	419	149	419	PF16653.8	Sacchrp_dh_C	Domain	3	267	267.0	56.4	4.6e-15	1	CL0139
SLC43A3	65	439	12	441	PF07690.19	MFS_1	Family	29	351	353.0	44.1	1.4e-11	1	CL0015
SEH1L	11	40	5	40	PF00400.35	WD40	Repeat	10	38	38.0	21.6	0.00031	1	CL0186
SEH1L	273	306	268	306	PF00400.35	WD40	Repeat	6	38	38.0	22.5	0.00017	1	CL0186
SLC41A3	106	239	106	240	PF01769.19	MgtE	Family	1	119	120.0	84.2	9.4e-24	1	No_clan
SLC41A3	319	458	319	461	PF01769.19	MgtE	Family	1	115	120.0	94.6	5.8e-27	1	No_clan
SLC12A4	123	300	123	313	PF00324.24	AA_permease	Domain	1	162	479.0	89.5	1.9999999999999998e-25	1	CL0062
SLC12A4	418	695	406	696	PF00324.24	AA_permease	Domain	199	478	479.0	134.3	5.1e-39	1	CL0062
SLC12A4	709	827	708	831	PF03522.18	SLC12	Family	2	117	418.0	55.2	6.6e-15	1	No_clan
SLC12A4	841	1085	829	1085	PF03522.18	SLC12	Family	230	418	418.0	98.6	4.500000000000001e-28	1	No_clan
SECISBP2	658	757	657	759	PF01248.29	Ribosomal_L7Ae	Domain	2	93	95.0	76.1	1.4e-21	1	CL0101
S100A13	9	52	9	53	PF01023.22	S_100	Domain	1	44	45.0	54.8	5.7e-15	1	CL0220
SLC35G3	44	173	37	174	PF00892.23	EamA	Family	7	136	137.0	27.5	3.2e-06	1	CL0184
SLC35F6	95	224	86	232	PF06027.15	SLC35F	Family	80	206	299.0	41.5	1.3e-10	1	CL0184
SCAMP5	6	178	5	179	PF04144.16	SCAMP	Family	2	172	173.0	222.3	5.1e-66	1	No_clan
SEC22A	38	117	37	117	PF13774.9	Longin	Domain	2	84	84.0	69.4	2.1e-19	1	CL0431
TMEM129	17	361	17	361	PF10272.12	Tmpp129	Family	1	349	349.0	471.7	1.7999999999999998e-141	1	No_clan
TMEM231	1	300	1	301	PF10149.12	TM231	Family	1	300	301.0	412.4	1.2e-123	1	No_clan
UBA2	9	442	2	443	PF00899.24	ThiF	Domain	12	218	219.0	228.5	5.699999999999999e-68	1	CL0063
UBA2	452	537	452	539	PF14732.9	UAE_UbL	Domain	1	85	87.0	78.6	4.4e-22	1	No_clan
UBA2	549	631	549	636	PF16195.8	UBA2_C	Disordered	1	88	95.0	92.3	2.3e-26	1	No_clan
TIMM22	69	186	69	186	PF02466.22	Tim17	Family	1	111	111.0	99.1	2.1e-28	1	No_clan
TMEM138	38	155	38	156	PF14935.9	TMEM138	Family	1	118	119.0	164.9	1.1e-48	1	No_clan
TNRC18	2817	2956	2817	2961	PF01426.21	BAH	Domain	1	116	122.0	35.0	1.2e-08	1	No_clan
TMEM237	141	383	140	384	PF15383.9	TMEM237	Family	2	248	249.0	361.6	1.8e-108	1	No_clan
SEPTIN2	34	312	34	313	PF00735.21	Septin	Domain	1	280	281.0	435.2	1.1000000000000001e-130	1	CL0023
SORCS1	206	634	205	635	PF15902.8	Sortilin-Vps10	Repeat	2	444	445.0	346.0	3.4e-103	1	CL0434
SORCS1	638	792	637	792	PF15901.8	Sortilin_C	Domain	2	171	171.0	123.7	1e-35	1	No_clan
SORCS1	808	879	803	880	PF00801.23	PKD	Domain	5	70	71.0	29.9	4e-07	1	CL0159
SNPH	19	329	18	329	PF15290.9	Syntaphilin	Family	2	305	305.0	481.6	1.3e-144	1	No_clan
TMEM238	32	100	32	100	PF15125.9	TMEM238	Family	1	64	64.0	97.3	4.7000000000000005e-28	1	No_clan
SLCO1B1	29	621	29	621	PF03137.23	OATP	Family	1	545	545.0	579.3	6.7e-174	1	CL0015
SLCO1B1	460	506	460	506	PF07648.18	Kazal_2	Domain	1	49	49.0	49.7	3.1e-13	1	CL0005
TMEM140	6	185	6	185	PF14985.9	TM140	Family	1	180	180.0	318.0	1.6e-95	1	No_clan
TNFSF11	186	313	185	313	PF00229.21	TNF	Domain	2	127	127.0	124.9	1.9000000000000002e-36	1	CL0100
TMEM239	45	193	45	193	PF15841.8	TMEM239	Family	1	151	151.0	271.0	2.6e-81	1	No_clan
SMCO3	14	221	14	221	PF15047.9	DUF4533	Family	1	225	225.0	212.4	7.4e-63	1	No_clan
SF3B2	24	57	24	58	PF02037.30	SAP	Domain	1	34	35.0	29.5	5e-07	1	CL0306
SF3B2	471	596	470	596	PF04037.16	DUF382	Family	2	127	127.0	199.0	2.6e-59	1	No_clan
SF3B2	605	654	605	655	PF04046.19	PSP	Family	1	45	46.0	66.3	1.6e-18	1	No_clan
SSBP3	81	365	81	365	PF04503.16	SSDP	Family	1	291	291.0	338.5	6.6e-101	1	No_clan
SPINT2	37	88	37	89	PF00014.26	Kunitz_BPTI	Domain	1	52	53.0	67.5	9.7e-19	1	No_clan
SPINT2	133	183	132	184	PF00014.26	Kunitz_BPTI	Domain	2	52	53.0	58.1	8.1e-16	1	No_clan
STRADA	69	379	69	379	PF00069.28	Pkinase	Domain	1	264	264.0	126.1	1.7e-36	1	CL0016
SREK1	68	136	68	136	PF00076.25	RRM_1	Domain	1	70	70.0	49.6	2.8e-13	1	CL0221
SPATA6	12	149	11	149	PF14909.9	SPATA6	Family	2	139	139.0	175.9	4.7e-52	1	CL0154
SS18	14	73	13	74	PF05030.15	SSXT	Family	2	61	62.0	99.1	8.3e-29	1	No_clan
SUCNR1	40	295	40	295	PF00001.24	7tm_1	Family	1	264	264.0	133.9	6.7e-39	1	CL0192
SULT1A3	38	287	38	288	PF00685.30	Sulfotransfer_1	Domain	1	266	267.0	284.6	8.299999999999999e-85	1	CL0023
SULT1C2	39	288	39	289	PF00685.30	Sulfotransfer_1	Domain	1	266	267.0	319.1	2.6e-95	1	CL0023
STIL	33	435	33	435	PF15253.9	STIL_N	Family	1	404	404.0	650.1	1.3e-195	1	No_clan
STYXL2	141	276	141	277	PF00782.23	DSPc	Domain	1	132	133.0	88.9	2.5e-25	1	CL0031
FARSB	1	90	1	90	PF18262.4	PhetRS_B1	Domain	1	83	83.0	118.9	9e-35	1	CL0123
FARSB	118	279	117	279	PF03483.20	B3_4	Domain	2	174	174.0	89.7	1.8e-25	1	CL0383
FARSB	309	374	308	374	PF03484.18	B5	Domain	3	67	67.0	51.9	7.6e-14	1	CL0123
FARSB	377	584	377	585	PF17759.4	tRNA_synthFbeta	Domain	1	214	215.0	183.7	3.1e-54	1	CL0040
SUPT3H	25	116	24	116	PF02269.19	TFIID-18kDa	Domain	2	93	93.0	124.5	1.4e-36	1	CL0012
SUV39H1	43	91	43	92	PF00385.27	Chromo	Domain	1	53	54.0	51.6	7.2e-14	1	CL0049
SUV39H1	141	235	136	235	PF05033.19	Pre-SET	Family	6	110	110.0	63.1	3.6e-17	1	No_clan
SUV39H1	255	366	255	366	PF00856.31	SET	Family	1	169	169.0	88.7	6e-25	1	No_clan
PIRT	11	137	7	137	PF15099.9	PIRT	Family	5	128	128.0	196.1	1.6e-58	1	No_clan
PODXL	358	558	358	558	PF06365.15	CD34_antigen	Family	1	211	211.0	228.4	7.599999999999999e-68	1	No_clan
PIH1D1	30	185	23	187	PF08190.15	PIH1	Domain	9	164	166.0	124.1	4e-36	1	No_clan
PIH1D1	216	285	211	286	PF18201.4	PIH1_CS	Domain	29	98	99.0	33.5	4.6e-08	1	CL0190
PIGY	8	70	2	70	PF15159.9	PIG-Y	Family	7	70	70.0	39.0	1.2e-09	1	No_clan
POU2F1	284	354	283	354	PF00157.20	Pou	Domain	2	72	72.0	122.5	5.3000000000000005e-36	1	CL0123
POU2F1	380	436	380	436	PF00046.32	Homeodomain	Domain	1	57	57.0	62.7	2.3e-17	1	CL0123
POU2F1	447	729	447	733	PF19536.2	POU2F1_C	Domain	1	282	284.0	406.1	9.2e-122	1	No_clan
PLPPR5	124	273	122	275	PF01569.24	PAP2	Family	3	134	136.0	78.2	5.5e-22	1	CL0525
PRKRIP1	42	174	42	178	PF06658.15	DUF1168	Family	1	133	136.0	154.5	1.5e-45	1	No_clan
PPP1R42	72	106	72	116	PF12799.10	LRR_4	Repeat	1	35	43.0	36.6	4.3e-09	1	CL0022
PPP1R42	146	254	139	256	PF14580.9	LRR_9	Repeat	64	173	175.0	34.9	1.1e-08	1	CL0022
PKP3	355	388	350	390	PF00514.26	Arm	Repeat	6	39	41.0	26.0	7.4e-06	1	CL0020
PKP3	392	432	392	432	PF00514.26	Arm	Repeat	1	41	41.0	20.4	0.00042	1	CL0020
PRDM8	667	688	666	688	PF00096.29	zf-C2H2	Domain	2	23	23.0	18.4	0.0022	1	CL0361
PTPN23	9	380	9	380	PF03097.21	BRO1	Repeat	1	386	386.0	410.5	6.7e-123	1	CL0020
PTPN23	417	701	416	702	PF13949.9	ALIX_LYPXL_bnd	Domain	2	293	295.0	199.4	8.4e-59	1	No_clan
PTPN23	1220	1450	1217	1451	PF00102.30	Y_phosphatase	Domain	4	234	235.0	217.8	1.6e-64	1	CL0031
RHOJ	23	194	23	196	PF00071.25	Ras	Domain	1	160	162.0	164.0	2.4e-48	1	CL0023
RFX5	28	86	28	86	PF18326.4	RFX5_N	Domain	1	59	59.0	115.6	6.5e-34	1	No_clan
RFX5	91	167	89	168	PF02257.18	RFX_DNA_binding	Domain	3	78	79.0	98.5	2.8000000000000002e-28	1	CL0123
RFX5	396	614	396	614	PF14621.9	RFX5_DNA_bdg	Domain	1	219	219.0	397.0	2.4e-119	1	No_clan
ARHGAP33	193	244	193	244	PF14604.9	SH3_9	Domain	1	49	49.0	40.7	1.9e-10	1	CL0010
ARHGAP33	329	475	329	477	PF00620.30	RhoGAP	Domain	1	147	149.0	151.8	1.3000000000000002e-44	1	CL0409
RINT1	304	784	304	784	PF04437.16	RINT1_TIP1	Repeat	1	513	513.0	442.2	3e-132	1	CL0020
RPL27	7	36	7	40	PF00467.32	KOW	Family	1	28	32.0	25.5	9.2e-06	1	CL0107
RPL27	52	136	52	136	PF01777.21	Ribosomal_L27e	Family	1	85	85.0	135.1	8.5e-40	1	No_clan
SHC1	162	317	162	318	PF00640.26	PID	Domain	1	139	140.0	159.2	6.4e-47	1	CL0266
SHC1	488	559	488	559	PF00017.27	SH2	Domain	1	77	77.0	62.6	3e-17	1	CL0541
STAT1	2	119	2	120	PF02865.20	STAT_int	Domain	1	118	119.0	143.9	3.1e-42	1	No_clan
STAT1	144	305	143	309	PF01017.23	STAT_alpha	Family	2	165	169.0	184.4	1.7e-54	1	No_clan
STAT1	323	458	321	458	PF02864.18	STAT_bind	Domain	3	135	135.0	142.9	9.5e-42	1	CL0073
STAT1	578	638	573	657	PF00017.27	SH2	Domain	2	53	77.0	37.0	2.8e-09	1	CL0541
STAT1	715	739	715	739	PF12162.11	STAT1_TAZ2bind	Motif	1	23	23.0	44.0	1.2e-11	1	No_clan
RASL11A	29	197	29	198	PF00071.25	Ras	Domain	1	161	162.0	103.4	9.800000000000001e-30	1	CL0023
SAP25	1	199	1	199	PF15476.9	SAP25	Family	1	202	202.0	325.7	1.1e-97	1	No_clan
SLC38A1	70	471	69	475	PF01490.21	Aa_trans	Family	2	405	409.0	266.2	4.5e-79	1	CL0062
SAP30	64	133	62	133	PF13866.9	zf-SAP30	Domain	3	72	72.0	130.6	1.8e-38	1	No_clan
SAP30	153	205	153	205	PF13867.9	SAP30_Sin3_bdg	Family	1	54	54.0	80.6	8.3e-23	1	No_clan
SLC38A2	70	493	69	495	PF01490.21	Aa_trans	Family	2	407	409.0	262.5	5.8e-78	1	CL0062
SLC39A1	28	318	27	320	PF02535.25	Zip	Family	2	331	333.0	191.9	1.8e-56	1	CL0184
PSAPL1	24	55	23	55	PF02199.18	SapA	Family	2	33	33.0	50.0	2.4e-13	1	No_clan
PSAPL1	293	329	292	329	PF05184.18	SapB_1	Domain	2	38	38.0	32.5	6.8e-08	1	CL0707
PSAPL1	334	366	334	366	PF03489.20	SapB_2	Family	1	34	34.0	33.0	5.6e-08	1	CL0707
PSAPL1	437	469	436	469	PF03489.20	SapB_2	Family	2	34	34.0	40.5	2.5e-10	1	CL0707
PSAPL1	479	511	479	511	PF02199.18	SapA	Family	1	33	33.0	58.7	4.7e-16	1	No_clan
