pfamID	Uniprot_ID	seq id	alignment start	alignment end	Pfam_description.
P23083	HV102_HUMAN	IGHV1-2	25	117	Immunoglobulin V-set domain
P25189	MYP0_HUMAN	MPZ	33	147	Immunoglobulin V-set domain
P31997	CEAM8_HUMAN	CEACAM8	38	141	Immunoglobulin V-set domain
P33681	CD80_HUMAN	CD80	36	135	Immunoglobulin V-set domain
P40198	CEAM3_HUMAN	CEACAM3	38	141	Immunoglobulin V-set domain
P40199	CEAM6_HUMAN	CEACAM6	38	141	Immunoglobulin V-set domain
P40259	CD79B_HUMAN	CD79B	48	143	Immunoglobulin V-set domain
P42081	CD86_HUMAN	CD86	24	132	Immunoglobulin V-set domain
P43121	MUC18_HUMAN	MCAM	30	133	Immunoglobulin V-set domain
P50895	BCAM_HUMAN	BCAM	36	144	Immunoglobulin V-set domain
P57087	JAM2_HUMAN	JAM2	33	131	Immunoglobulin V-set domain
P78310	CXAR_HUMAN	CXADR	23	138	Immunoglobulin V-set domain
P78324	SHPS1_HUMAN	SIRPA	38	145	Immunoglobulin V-set domain
P78410	BT3A2_HUMAN	BTN3A2	35	144	Immunoglobulin V-set domain
P80748	LV321_HUMAN	IGLV3-21	24	116	Immunoglobulin V-set domain
Q00887	PSG9_HUMAN	PSG9	38	142	Immunoglobulin V-set domain
Q00888	PSG4_HUMAN	PSG4	38	143	Immunoglobulin V-set domain
Q00889	PSG6_HUMAN	PSG6	38	140	Immunoglobulin V-set domain
Q01151	CD83_HUMAN	CD83	19	127	Immunoglobulin V-set domain
Q07699	SCN1B_HUMAN	SCN1B	23	147	Immunoglobulin V-set domain
Q08708	CLM6_HUMAN	CD300C	26	130	Immunoglobulin V-set domain
Q08ET2	SIG14_HUMAN	SIGLEC14	24	140	Immunoglobulin V-set domain
Q13046	PSG7_HUMAN	PSG7	38	141	Immunoglobulin V-set domain
Q13410	BT1A1_HUMAN	BTN1A1	33	142	Immunoglobulin V-set domain
Q14002	CEAM7_HUMAN	CEACAM7	40	142	Immunoglobulin V-set domain
Q14CZ8	HECAM_HUMAN	HEPACAM	37	142	Immunoglobulin V-set domain
Q15116	PDCD1_HUMAN	PDCD1	37	145	Immunoglobulin V-set domain
Q15223	NECT1_HUMAN	NECTIN1	34	143	Immunoglobulin V-set domain
Q15238	PSG5_HUMAN	PSG5	38	139	Immunoglobulin V-set domain
Q15762	CD226_HUMAN	CD226	136	241	Immunoglobulin V-set domain
Q15762	CD226_HUMAN	CD226	24	126	Immunoglobulin V-set domain
Q16557	PSG3_HUMAN	PSG3	38	141	Immunoglobulin V-set domain
Q16653	MOG_HUMAN	MOG	36	145	Immunoglobulin V-set domain
Q2WEN9	CEA16_HUMAN	CEACAM16	321	422	Immunoglobulin V-set domain
Q3KPI0	CEA21_HUMAN	CEACAM21	38	141	Immunoglobulin V-set domain
Q495A1	TIGIT_HUMAN	TIGIT	28	127	Immunoglobulin V-set domain
Q496F6	CLM2_HUMAN	CD300E	19	128	Immunoglobulin V-set domain
Q5DX21	IGS11_HUMAN	IGSF11	27	141	Immunoglobulin V-set domain
Q5JXA9	SIRB2_HUMAN	SIRPB2	162	264	Immunoglobulin V-set domain
Q5JXA9	SIRB2_HUMAN	SIRPB2	43	150	Immunoglobulin V-set domain
Q5SQ64	LY66F_HUMAN	LY6G6F	19	126	Immunoglobulin V-set domain
Q5TFQ8	SIRBL_HUMAN	SIRPB1	37	144	Immunoglobulin V-set domain
Q5ZPR3	CD276_HUMAN	CD276	250	356	Immunoglobulin V-set domain
Q5ZPR3	CD276_HUMAN	CD276	32	138	Immunoglobulin V-set domain
Q6UWV2	MPZL3_HUMAN	MPZL3	36	148	Immunoglobulin V-set domain
Q6UX41	BTNL8_HUMAN	BTNL8	23	132	Immunoglobulin V-set domain
Q6UXE8	BTNL3_HUMAN	BTNL3	22	132	Immunoglobulin V-set domain
Q6UXG3	CLM9_HUMAN	CD300LG	20	121	Immunoglobulin V-set domain
Q6UXG8	BTNL9_HUMAN	BTNL9	42	151	Immunoglobulin V-set domain
Q6UXN2	TRML4_HUMAN	TREML4	23	130	Immunoglobulin V-set domain
Q6UXZ3	CLM5_HUMAN	CD300LD	22	125	Immunoglobulin V-set domain
Q6ZMC9	SIG15_HUMAN	SIGLEC15	47	165	Immunoglobulin V-set domain
Q7KYR7	BT2A1_HUMAN	BTN2A1	34	143	Immunoglobulin V-set domain
Q7Z692	CEA19_HUMAN	CEACAM19	37	141	Immunoglobulin V-set domain
Q7Z7D3	VTCN1_HUMAN	VTCN1	40	147	Immunoglobulin V-set domain
Q86UW8	HPLN4_HUMAN	HAPLN4	51	159	Immunoglobulin V-set domain
Q86XK7	VSIG1_HUMAN	VSIG1	26	137	Immunoglobulin V-set domain
Q86YT9	JAML_HUMAN	JAML	25	136	Immunoglobulin V-set domain
Q86YT9	JAML_HUMAN	JAML	138	252	Immunoglobulin V-set domain
Q8IW00	VSTM4_HUMAN	VSTM4	29	149	Immunoglobulin V-set domain
Q8IWT1	SCN4B_HUMAN	SCN4B	37	151	Immunoglobulin V-set domain
Q8N0Z9	VSI10_HUMAN	VSIG10	28	119	Immunoglobulin V-set domain
Q8N126	CADM3_HUMAN	CADM3	35	127	Immunoglobulin V-set domain
Q8N3J6	CADM2_HUMAN	CADM2	28	121	Immunoglobulin V-set domain
Q8NFZ8	CADM4_HUMAN	CADM4	26	123	Immunoglobulin V-set domain
Q8TAG5	VTM2A_HUMAN	VSTM2A	31	147	Immunoglobulin V-set domain
Q8TDQ0	HAVR2_HUMAN	HAVCR2	21	130	Immunoglobulin V-set domain
Q8TDQ1	CLM1_HUMAN	CD300LF	23	126	Immunoglobulin V-set domain
Q8WVV5	BT2A2_HUMAN	BTN2A2	38	147	Immunoglobulin V-set domain
Q8WWV6	FCAMR_HUMAN	FCAMR	65	171	Immunoglobulin V-set domain
Q92692	NECT2_HUMAN	NECTIN2	37	159	Immunoglobulin V-set domain
Q93033	IGSF2_HUMAN	CD101	821	938	Immunoglobulin V-set domain
Q93033	IGSF2_HUMAN	CD101	26	143	Immunoglobulin V-set domain
Q93033	IGSF2_HUMAN	CD101	151	267	Immunoglobulin V-set domain
Q969P0	IGSF8_HUMAN	IGSF8	32	149	Immunoglobulin V-set domain
Q96AP7	ESAM_HUMAN	ESAM	36	150	Immunoglobulin V-set domain
Q96D42	HAVR1_HUMAN	HAVCR1	20	124	Immunoglobulin V-set domain
Q96DU3	SLAF6_HUMAN	SLAMF6	25	127	Immunoglobulin V-set domain
Q96GW7	PGCB_HUMAN	BCAN	41	155	Immunoglobulin V-set domain
Q96H15	TIMD4_HUMAN	TIMD4	23	130	Immunoglobulin V-set domain
Q96ID5	IGS21_HUMAN	IGSF21	31	134	Immunoglobulin V-set domain
Q96IQ7	VSIG2_HUMAN	VSIG2	27	142	Immunoglobulin V-set domain
Q96KV6	BT2A3_HUMAN	BTN2A3P	33	141	Immunoglobulin V-set domain
Q96LC7	SIG10_HUMAN	SIGLEC10	24	140	Immunoglobulin V-set domain
Q96N03	VTM2L_HUMAN	VSTM2L	45	164	Immunoglobulin V-set domain
Q96NY8	NECT4_HUMAN	NECTIN4	35	146	Immunoglobulin V-set domain
Q96PL5	ERMAP_HUMAN	ERMAP	38	144	Immunoglobulin V-set domain
Q96PQ1	SIG12_HUMAN	SIGLEC12	27	142	Immunoglobulin V-set domain
Q96PQ1	SIG12_HUMAN	SIGLEC12	154	269	Immunoglobulin V-set domain
Q96RL6	SIG11_HUMAN	SIGLEC11	37	153	Immunoglobulin V-set domain
Q96S86	HPLN3_HUMAN	HAPLN3	52	163	Immunoglobulin V-set domain
Q99603	TRGV9_HUMAN	TRGV9	26	121	Immunoglobulin V-set domain
Q99795	GPA33_HUMAN	GPA33	25	138	Immunoglobulin V-set domain
Q9BRK3	MXRA8_HUMAN	MXRA8	169	292	Immunoglobulin V-set domain
Q9BRK3	MXRA8_HUMAN	MXRA8	37	157	Immunoglobulin V-set domain
Q9BX59	TPSNR_HUMAN	TAPBPL	195	301	Immunoglobulin V-set domain
Q9BX67	JAM3_HUMAN	JAM3	36	136	Immunoglobulin V-set domain
Q9BY67	CADM1_HUMAN	CADM1	49	143	Immunoglobulin V-set domain
Q9BZZ2	SN_HUMAN	SIGLEC1	24	136	Immunoglobulin V-set domain
Q9GZV7	HPLN2_HUMAN	HAPLN2	42	145	Immunoglobulin V-set domain
Q9H106	SIRPD_HUMAN	SIRPD	34	140	Immunoglobulin V-set domain
Q9H6B4	CLMP_HUMAN	CLMP	18	129	Immunoglobulin V-set domain
Q9H7M9	VISTA_HUMAN	VSIR	37	169	Immunoglobulin V-set domain
Q9NP99	TREM1_HUMAN	TREM1	24	134	Immunoglobulin V-set domain
Q9NQS3	NECT3_HUMAN	NECTIN3	61	167	Immunoglobulin V-set domain
Q9NY72	SCN3B_HUMAN	SCN3B	28	143	Immunoglobulin V-set domain
Q9NYZ4	SIGL8_HUMAN	SIGLEC8	30	147	Immunoglobulin V-set domain
Q9NZC2	TREM2_HUMAN	TREM2	19	129	Immunoglobulin V-set domain
Q9NZQ7	PD1L1_HUMAN	CD274	22	131	Immunoglobulin V-set domain
Q9P1W8	SIRPG_HUMAN	SIRPG	36	139	Immunoglobulin V-set domain
Q9P2B2	FPRP_HUMAN	PTGFRN	282	391	Immunoglobulin V-set domain
Q9P2B2	FPRP_HUMAN	PTGFRN	26	141	Immunoglobulin V-set domain
Q9UGN4	CLM8_HUMAN	CD300A	20	123	Immunoglobulin V-set domain
Q9UIR0	BTNL2_HUMAN	BTNL2	33	142	Immunoglobulin V-set domain
Q9UIR0	BTNL2_HUMAN	BTNL2	250	359	Immunoglobulin V-set domain
Q9UKI3	VPRE3_HUMAN	VPREB3	25	123	Immunoglobulin V-set domain
Q9UKJ1	PILRA_HUMAN	PILRA	36	150	Immunoglobulin V-set domain
Q9UM44	HHLA2_HUMAN	HHLA2	226	336	Immunoglobulin V-set domain
Q9UM44	HHLA2_HUMAN	HHLA2	35	139	Immunoglobulin V-set domain
Q9UQ72	PSG11_HUMAN	PSG11	38	139	Immunoglobulin V-set domain
Q9UQ74	PSG8_HUMAN	PSG8	38	142	Immunoglobulin V-set domain
Q9Y279	VSIG4_HUMAN	VSIG4	24	136	Immunoglobulin V-set domain
Q9Y286	SIGL7_HUMAN	SIGLEC7	29	145	Immunoglobulin V-set domain
Q9Y336	SIGL9_HUMAN	SIGLEC9	24	140	Immunoglobulin V-set domain
Q9Y624	JAM1_HUMAN	F11R	33	129	Immunoglobulin V-set domain
A0A075B759	PAL4E_HUMAN	PPIAL4E	7	163	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
A0A075B767	PAL4H_HUMAN	PPIAL4H	7	163	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
A0A0B4J2A2	PAL4C_HUMAN	PPIAL4C	7	163	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
F5H284	PAL4D_HUMAN	PPIAL4D	7	163	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
O43447	PPIH_HUMAN	PPIH	14	176	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
P0DN26	PAL4F_HUMAN	PPIAL4F	7	163	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
P0DN37	PAL4G_HUMAN	PPIAL4G	7	163	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
P23284	PPIB_HUMAN	PPIB	47	204	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
P30405	PPIF_HUMAN	PPIF	49	205	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
P30414	NKTR_HUMAN	NKTR	10	175	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
P45877	PPIC_HUMAN	PPIC	41	198	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
P49792	RBP2_HUMAN	RANBP2	3067	3223	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
P62937	PPIA_HUMAN	PPIA	7	163	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
Q08752	PPID_HUMAN	PPID	19	183	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
Q13356	PPIL2_HUMAN	PPIL2	281	433	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
Q13427	PPIG_HUMAN	PPIG	11	176	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
Q6UX04	CWC27_HUMAN	CWC27	14	166	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
Q8IXY8	PPIL6_HUMAN	PPIL6	145	308	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
Q8WUA2	PPIL4_HUMAN	PPIL4	2	161	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
Q96BP3	PPWD1_HUMAN	PPWD1	493	645	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
Q9H2H8	PPIL3_HUMAN	PPIL3	2	154	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
Q9UNP9	PPIE_HUMAN	PPIE	143	299	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
Q9Y3C6	PPIL1_HUMAN	PPIL1	13	163	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
Q9Y536	PAL4A_HUMAN	PPIAL4A	7	163	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
A0A087WTH1	TM265_HUMAN	TMEM265	31	93	Interferon-induced transmembrane protein
A0A1B0GWB2	PRT1B_HUMAN	PRRT1B	185	252	Interferon-induced transmembrane protein
A0A1W2PS18	PMIS2_HUMAN	PMIS2	67	147	Interferon-induced transmembrane protein
A6NDD5	SYN1L_HUMAN	SYNDIG1L	157	224	Interferon-induced transmembrane protein
A6NMD0	IFM10_HUMAN	IFITM10	149	218	Interferon-induced transmembrane protein
A6NNB3	IFM5_HUMAN	IFITM5	31	100	Interferon-induced transmembrane protein
B4DJY2	TM233_HUMAN	TMEM233	33	100	Interferon-induced transmembrane protein
C9JQL5	DSA2D_HUMAN		54	121	Interferon-induced transmembrane protein
P13164	IFM1_HUMAN	IFITM1	33	100	Interferon-induced transmembrane protein
Q01628	IFM3_HUMAN	IFITM3	54	121	Interferon-induced transmembrane protein
Q01629	IFM2_HUMAN	IFITM2	53	120	Interferon-induced transmembrane protein
Q6ZNR0	TMM91_HUMAN	TMEM91	91	158	Interferon-induced transmembrane protein
Q7Z6L0	PRRT2_HUMAN	PRRT2	264	331	Interferon-induced transmembrane protein
Q8IXB3	TARG1_HUMAN	TRARG1	100	167	Interferon-induced transmembrane protein
Q99946	PRRT1_HUMAN	PRRT1	219	286	Interferon-induced transmembrane protein
Q9H7V2	SYNG1_HUMAN	SYNDIG1	177	244	Interferon-induced transmembrane protein
A0A087WTH5	KCE1B_HUMAN	KCNE1B	4	129	Slow voltage-gated potassium channel
P15382	KCNE1_HUMAN	KCNE1	1	126	Slow voltage-gated potassium channel
Q8WWG9	KCNE4_HUMAN	KCNE4	44	136	Slow voltage-gated potassium channel
Q9UJ90	KCNE5_HUMAN	KCNE5	44	109	Slow voltage-gated potassium channel
Q9Y6H6	KCNE3_HUMAN	KCNE3	9	101	Slow voltage-gated potassium channel
Q9Y6J6	KCNE2_HUMAN	KCNE2	5	116	Slow voltage-gated potassium channel
A0A087WUL8	NBPFJ_HUMAN	NBPF19	2436	2503	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	1216	1283	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	1460	1527	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	334	401	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	1873	1940	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	2117	2184	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	2361	2428	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	2605	2672	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	2849	2916	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	972	1039	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	409	476	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	897	964	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	1141	1208	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	1385	1452	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	1629	1696	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	262	326	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	3093	3160	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	3337	3404	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	176	240	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	653	720	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	728	795	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	484	551	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	3506	3573	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	2680	2747	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	2924	2991	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	1948	2015	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	3168	3235	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	3412	3479	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	3656	3723	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	1704	1771	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	822	889	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	578	645	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	1066	1133	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	1310	1377	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	1554	1621	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	1798	1865	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	2042	2109	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	2286	2353	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	2530	2597	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	2774	2841	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	3018	3085	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	3750	3817	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	2192	2259	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	3262	3329	Olduvai domain
A0A087WUL8	NBPFJ_HUMAN	NBPF19	3581	3648	Olduvai domain
B4DH59	NBPFP_HUMAN	NBPF26	490	557	Olduvai domain
B4DH59	NBPFP_HUMAN	NBPF26	340	407	Olduvai domain
B4DH59	NBPFP_HUMAN	NBPF26	809	876	Olduvai domain
B4DH59	NBPFP_HUMAN	NBPF26	715	782	Olduvai domain
B4DH59	NBPFP_HUMAN	NBPF26	415	482	Olduvai domain
B4DH59	NBPFP_HUMAN	NBPF26	565	632	Olduvai domain
B4DH59	NBPFP_HUMAN	NBPF26	640	707	Olduvai domain
B4DH59	NBPFP_HUMAN	NBPF26	265	332	Olduvai domain
B4DH59	NBPFP_HUMAN	NBPF26	107	171	Olduvai domain
B4DH59	NBPFP_HUMAN	NBPF26	193	257	Olduvai domain
P0C2Y1	NBPF7_HUMAN	NBPF7P	284	356	Olduvai domain
P0C2Y1	NBPF7_HUMAN	NBPF7P	196	260	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	4551	4618	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	5114	5181	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	140	207	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	384	451	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	628	695	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	872	939	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	1116	1183	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	1285	1352	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	1529	1596	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	1041	1108	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	1604	1671	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	1848	1915	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	2092	2159	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	1360	1427	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	1773	1840	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	2261	2328	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	797	864	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	4626	4693	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	2505	2572	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	2749	2816	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	2993	3060	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	3237	3304	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	3481	3548	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	3725	3792	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	3969	4036	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	4213	4280	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	4701	4768	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	4945	5012	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	1454	1521	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	2	57	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	2017	2084	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	553	620	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	2580	2647	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	4870	4937	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	4382	4449	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	4138	4205	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	1210	1277	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	2336	2403	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	3894	3961	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	3650	3717	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	1698	1765	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	2430	2497	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	2186	2253	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	1942	2009	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	722	789	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	966	1033	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	5020	5087	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	2674	2741	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	234	301	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	4776	4843	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	2824	2891	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	309	376	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	2918	2985	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	3068	3135	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	3312	3379	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	3556	3623	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	65	132	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	3800	3867	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	4044	4111	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	3162	3229	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	4288	4355	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	4457	4524	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	3406	3473	Olduvai domain
P0DPF2	NBPFK_HUMAN	NBPF20	478	545	Olduvai domain
P0DPF3	NBPF9_HUMAN	NBPF9	605	672	Olduvai domain
P0DPF3	NBPF9_HUMAN	NBPF9	849	916	Olduvai domain
P0DPF3	NBPF9_HUMAN	NBPF9	533	597	Olduvai domain
P0DPF3	NBPF9_HUMAN	NBPF9	755	822	Olduvai domain
P0DPF3	NBPF9_HUMAN	NBPF9	680	747	Olduvai domain
P0DPF3	NBPF9_HUMAN	NBPF9	448	511	Olduvai domain
P0DPF3	NBPF9_HUMAN	NBPF9	176	240	Olduvai domain
P0DPF3	NBPF9_HUMAN	NBPF9	924	991	Olduvai domain
P0DPF3	NBPF9_HUMAN	NBPF9	1018	1085	Olduvai domain
Q3BBV0	NBPF1_HUMAN	NBPF1	1121	1188	Olduvai domain
Q3BBV0	NBPF1_HUMAN	NBPF1	876	943	Olduvai domain
Q3BBV0	NBPF1_HUMAN	NBPF1	1026	1093	Olduvai domain
Q3BBV0	NBPF1_HUMAN	NBPF1	176	240	Olduvai domain
Q3BBV0	NBPF1_HUMAN	NBPF1	447	511	Olduvai domain
Q3BBV0	NBPF1_HUMAN	NBPF1	951	1018	Olduvai domain
Q3BBV0	NBPF1_HUMAN	NBPF1	804	868	Olduvai domain
Q3BBV0	NBPF1_HUMAN	NBPF1	718	782	Olduvai domain
Q3BBV2	NBPF8_HUMAN	NBPF8	141	205	Olduvai domain
Q3BBV2	NBPF8_HUMAN	NBPF8	570	637	Olduvai domain
Q3BBV2	NBPF8_HUMAN	NBPF8	645	712	Olduvai domain
Q3BBV2	NBPF8_HUMAN	NBPF8	720	787	Olduvai domain
Q3BBV2	NBPF8_HUMAN	NBPF8	814	869	Olduvai domain
Q3BBV2	NBPF8_HUMAN	NBPF8	412	476	Olduvai domain
Q3BBV2	NBPF8_HUMAN	NBPF8	498	562	Olduvai domain
Q5TAG4	NBPFC_HUMAN	NBPF12	876	943	Olduvai domain
Q5TAG4	NBPFC_HUMAN	NBPF12	1195	1262	Olduvai domain
Q5TAG4	NBPFC_HUMAN	NBPF12	951	1018	Olduvai domain
Q5TAG4	NBPFC_HUMAN	NBPF12	1120	1187	Olduvai domain
Q5TAG4	NBPFC_HUMAN	NBPF12	718	782	Olduvai domain
Q5TAG4	NBPFC_HUMAN	NBPF12	804	868	Olduvai domain
Q5TAG4	NBPFC_HUMAN	NBPF12	1026	1093	Olduvai domain
Q5TAG4	NBPFC_HUMAN	NBPF12	176	240	Olduvai domain
Q5TAG4	NBPFC_HUMAN	NBPF12	1270	1337	Olduvai domain
Q5TAG4	NBPFC_HUMAN	NBPF12	1364	1431	Olduvai domain
Q5TAG4	NBPFC_HUMAN	NBPF12	447	511	Olduvai domain
Q5TI25	NBPFE_HUMAN	NBPF14	265	332	Olduvai domain
Q5TI25	NBPFE_HUMAN	NBPF14	107	171	Olduvai domain
Q5TI25	NBPFE_HUMAN	NBPF14	828	895	Olduvai domain
Q5TI25	NBPFE_HUMAN	NBPF14	659	726	Olduvai domain
Q5TI25	NBPFE_HUMAN	NBPF14	415	482	Olduvai domain
